1	465771
15	26542
16	24600
17	23075
42	7313
43	6964
44	6784
29	12089
45	6439
46	6597
18	21428
2	215172
3	143785
19	20129
4	106489
47	6322
30	11422
48	6054
5	84542
6	70503
20	18791
7	60024
49	5801
31	10903
50	5824
8	52699
9	46575
21	17829
10	41350
51	5569
32	10567
52	5333
11	37385
12	33746
13	31077
22	16954
14	28490
53	5153
33	10146
54	5204
23	16065
24	14824
25	14312
26	13829
27	13014
28	12526
34	9880
35	9244
55	4844
36	9026
37	8654
38	8330
39	7897
40	7905
41	7657
97	2118
98	2023
99	2003
100	1993
101	1949
102	1934
103	1839
56	4875
57	4698
58	4627
59	4479
60	4448
61	4199
62	4200
63	4083
64	4080
65	3860
83	2697
104	1953
105	1827
106	1749
107	1830
108	1791
109	1736
84	2652
85	2518
86	2504
87	2488
88	2508
89	2408
90	2408
66	3774
67	3606
68	3636
69	3513
91	2294
92	2272
93	2206
94	2237
95	2193
96	2085
124	1434
125	1410
126	1387
127	1368
128	1256
129	1342
130	1255
131	1315
132	1268
133	1234
134	1229
135	1281
136	1226
137	1231
110	1689
111	1773
112	1647
113	1535
114	1657
115	1580
116	1560
117	1571
118	1570
119	1475
120	1459
121	1400
122	1468
123	1466
138	1165
139	1155
140	1136
141	1141
142	1130
143	1095
144	1110
145	1082
146	1060
147	1092
148	1035
149	979
150	1012
151	979
152	984
153	1041
154	973
155	924
156	895
157	905
158	905
159	923
160	882
161	943
162	912
163	862
164	886
165	891
166	882
167	818
168	802
169	783
170	845
171	749
172	840
173	795
174	828
175	793
176	731
177	769
178	765
179	784
70	3451
71	3400
72	3341
73	3274
74	3206
75	3164
76	3081
77	3035
78	2925
79	2870
80	2790
81	2802
82	2677
180	717
181	726
182	720
183	728
184	729
185	695
186	718
187	662
188	676
189	702
190	668
191	669
192	673
193	660
194	675
195	659
196	627
197	603
198	650
199	642
200	630
201	612
202	582
203	615
204	592
205	580
206	563
207	609
208	615
209	611
210	557
211	513
212	569
213	568
214	594
215	580
216	508
217	555
218	569
219	489
220	542
221	538
222	502
223	517
224	550
225	507
226	513
227	522
228	500
229	502
230	491
231	495
232	475
233	453
234	499
235	494
236	419
237	440
238	488
239	465
240	439
241	451
242	449
243	442
244	419
245	465
260	389
261	368
262	401
263	351
264	383
265	364
266	356
267	372
268	367
269	353
270	362
271	349
272	339
273	368
246	394
247	390
248	432
249	428
250	422
251	407
252	397
253	387
254	405
255	418
256	393
257	420
258	360
259	379
301	306
302	264
303	320
304	285
305	268
306	277
307	291
308	302
309	296
310	288
311	275
312	266
313	286
287	332
288	323
289	305
290	323
291	308
292	307
293	311
294	291
295	288
296	329
297	303
298	278
299	289
300	263
274	360
275	357
276	383
277	371
278	358
279	342
280	303
281	332
282	336
283	357
284	307
285	334
286	321
314	293
315	271
316	274
317	251
318	283
319	287
320	255
321	251
322	255
323	251
324	257
325	253
326	246
327	249
328	245
329	236
330	251
331	252
332	216
333	253
334	263
335	223
336	242
337	233
338	208
339	265
340	225
341	249
342	287
343	204
344	248
345	224
346	233
347	230
348	229
349	217
350	216
351	197
352	229
353	196
354	225
355	206
356	230
357	206
358	199
369	208
370	214
371	221
372	195
373	177
374	200
375	180
376	203
377	205
378	180
379	187
380	180
381	177
382	186
383	185
384	199
385	195
386	201
387	190
388	177
389	160
390	179
391	195
392	175
393	199
394	150
395	194
359	210
360	218
361	220
362	221
363	197
364	223
365	214
366	188
367	236
368	209
396	143
397	173
398	166
399	174
400	185
401	171
402	142
403	150
404	159
405	165
406	172
407	147
408	174
409	170
410	147
411	151
412	157
413	170
414	165
415	173
416	150
417	177
418	161
419	154
420	186
421	149
422	142
423	153
424	159
425	167
426	156
427	157
428	156
429	154
430	152
431	136
432	155
433	162
434	165
435	139
436	134
450	129
451	129
452	127
453	143
454	120
455	138
456	140
457	138
458	152
459	134
460	135
461	110
462	135
463	123
464	116
465	130
466	131
467	110
468	140
469	124
470	114
471	129
472	122
473	125
474	153
475	106
476	133
477	151
478	118
479	117
480	101
481	120
482	105
483	119
484	103
